NFL Betting Picks 2025-2026,,,,,,,,,,,,,,,,,
Wild Card,Wild Card Pick,Vikings 16 - Packers 3 (19) / Texans 38 - Colts 30 (68) / Bills 35 - Jets 8 (43),Bills (-7.5) 37.5,$40,,Packers +10,$20,,Texans -10,$20,,Bills -6.5,$10,,Chiefs -4 (36.5),$40,U40
Week 18 Total,,,,-$5,,,$20,,,$0,,,$170,,,-$80,
WC,Panthers - Rams (-10.5) O/U 45.5,Panthers 31  - Rams 34 (65),Rams -10.5,$20,,Panthers +10.5,$20,U20,Rams -10.5,$20,U20,Rams -10.5,$10,,Panthers +10.5,$10,
WC,Bears - Packers (-1.5) O/U 44.5,Bears 31  - Packers 27 (58),Packers (-1.5),$20,O20,No Pick,$10,,Packers -1.5,$20,O20,Packers -1.5,$10,O10,Packers -1.5,$30,O30
WC,Jaguars (-1.5) - Bills O/U 51.5,Jaguars 24 - Bills 27 (51),Bills (+1.5),$25,O25,No Pick,$10,,Jaguars -1.5,$20,O20,Jaguars - 1.5,$10,U10,Bills +1.5,$50,O50
WC,Eagles (-5.5) - 49ers O/U 43.5,Eagles 19 - 49ers 23 (41),49ers (+5.5),$20,,Niners +5.5,$30,,Eagles -5.5,$20,U20,Eagles -5.5,$70,U70,49ers +5.5,$10,
WC,Patriots (-3.5) - Chargers O/U 46.5,Patriots 16 - Chargers 3 (19),Chargers (+3.5),$15,,Chargers +3.5,$30,,Patriots -3.5,$20,O20,Chargers +3.5,$10,,Patriots -3.5,$10,
WC,Steelers - Texans (-3) O/U 38.5,Steelers 6 - Texans 30 (36),Texans (-3),$20,,Texans -3,$20,,Texans -3,$20,U20,Texans -3,$10,,Steelers +3,$10,
Wild Card Total,,Game Results,,$5,,,$0,,,-$40,,,-$10,,,$0,
DIV,Broncos (-1.5) - Bills O/U 45.5,Broncos 33 - Bills 30 (63),Bills (+1.5),$30,O30,Bills +1.5,$30,,Bills +1.5,$10,,Bills +1.5,$10,U10,Bills +1.5,$90,O90
DIV,Seahawks (-7) - 49ers O/U 44.5,Seahawks 41 - 49ers 6 (47),Seahawks (-7),$20,,Seahawks -7,$20,U20,Seahawks -7,$90,U90,Seahawks -7,$90,U90,49ers +7,$10,
DIV,Patriots (-3.5) - Texans O/U 40.5,Patriots 28 - Texans 16 (44),Patriots (-3.5),$20,,Patriots -3.5,$30,,Patriots -3.5,$10,,Texans +3.5,$10,U10,Patriots -3.5,$10,
DIV,Bears - Rams (-4) O/U 48.5,Bears 17 - Rams 20 (37),Rams (-4),$50,O50,Bears +4,$40,O40,Bears +4,$10,,Bears +4,$10,U10,Bears +4,$10,
DIV Total,,Game Results,,-$60,,,$0,,,$10,,,-$20,,,$10,
AFC CHAMP,Broncos - Patriots (-4.5) O/U 42.5,Broncos 7 - Patriots 10 (17),Patriots (-4.5),$80,,Broncos +4.5,$60,U60,Patriots -4.5,$110,U110,Broncos +4.5,$10,U10,Patriots -4.5,$10,O10
NFC CHAMP,Seahawks (-2.5) - Rams O/U 46.5,Seahawks 31 - Rams 27 (58),Rams (+2.5),$40,O40,Seahawks -2.5,$60,O60,Seahawks -2.5,$10,O10,Rams +2.5,$110,U110,Seahawks -2.5,$110,O110
Champ Total,,Game Results,,-$80,,,$240,,,$20,,,-$200,,,$200,
SB LVII,Patriots - Seahawks (-4.5) O/U 45.5,Patriots 13 - Seahawks 29 (42),Seahawks (-4.5),$70,O70,Patriots +4.5,$20,U20,Patriots +4.5 ,$67,U67,Seahawks 4.5,$70,U70,Seahawks -4.5,$70,O70
SB LVII,Coin Toss,Heads,Tails,$10,,Tails,$20,,Tails ,$13,,Heads,$10,,Tails,$10,
SB LVII,Sam Darnold 228.5 Passing Yards,202 Passing Yards,Darnold Over 222.8,$10,,Darnold O,$20,,Darnold U229,$10,,Darnold Under,$10,,Darnold O229,$10,
SB LVII,Drake Maye 221.2 Passing Yards,295 Passing Yards,Maye Under 221.2,$10,,Maye U,$20,,Maye O222,$10,,Maye Under,$10,,Maye U222),$10,
SB LVII,JSN 93.5 Recieving Yards,27 Recieving Yards,JSN Over 93.5,$10,,JSN O,$20,,JSN U93.5,$10,,JSN Under,$10,,JSN O93.5,$10,
SB LVII,Kennth Walker 73.5 Rushing Yards,135 Rushing Yards,Walker Over 73.5,$10,,Walker U,$20,,Walker U73.5,$10,,Walker Over,$10,,Walker O73.5,$10,
SB LVI Total,,0,,-$30,,,-$100,,,$7,,,$170,,,-$30,
Season Wins,,,Vikings 9.5 (9),$20,U,Steelers 8.5 (9),$20,O,Niners 10.5 (12),$20,O,Niners 10.5 (12),$20,U,Bengals 9.5 (6),$20,O
Season Wins,,,Patriots 8.5 (14),$20,U,Giants 5.5 (4),$20,O,Raiders 6.5 (3),$20,O,Packers 10.5 (9.5),$20,O,Commanders 9.5 (5),$20,U
Season Wins,,,Packers 10.5 (9.5),$20,O,Bears 8.5 (11),$20,U,Bears 8.5 (11),$20,U,Titans 6.5 (3),$20,U,Raiders 6.5 (3),$20,O
Season Wins,,,Chargers 9.5 (11),$20,O,Cowboys 7.5 (7.5),$20,U,Jets 6.5 (3),$20,U,Bears 8.5 (11),$20,U,Browns 5.5 (5),$20,U
Season Bets,,Season Over/Under Wins Results,,$0,,,-$20,,,$0,,,-$20,,,$0,
